,VGAMpValue,Variance
ARHGEF40,0.0639982584291131,4.90928303485259
ENOSF1,0.0641931629467521,5.0410557711975
ZBTB45,0.0642039681070899,0.609391621719113
ACAA1,0.0642092665512971,3.24720125392286
PRDM10,0.0644387475977262,7.20582716762328
OR7E24,0.0645722515731724,1.95237748487914
MRPL52,0.064585529196844,1.51942868043456
HNRNPR,0.0645971712968361,1.25233529507631
ADAMTS2,0.0646209029790026,1.38587714607134
RNASEH1,0.0646816865131311,6.65539852077115
C12orf43,0.0647064777926233,4.85534823097963
BAG4,0.0647262991868215,6.61393579844227
PCBD1,0.0647501822104739,4.9249987786879
CATSPER2,0.0648802625745415,1.09784452505452
MED6,0.0649819200975855,5.12416537614338
RAB3D,0.0650920950670258,3.91123756342876
CABLES2,0.0651208614445055,4.24692445257561
ZNF383,0.0652541450032694,2.90577440356909
KIAA1731,0.0653591150151023,3.99863142042971
TSEN34,0.0654410074178796,3.43886880493918
CSF1,0.0654896726832663,2.3858348720947
ADNP2,0.0655108442529808,5.80413622508381
HS3ST2,0.0655703054898295,0.753090560005652
PDE6D,0.0656759379733056,6.17510218135324
RCAN3,0.0658074836121493,4.64628116394552
SCUBE2,0.0658175964259035,0.0641866375356202
KLRC2,0.0659592504991861,0.0851729487838018
DLX4,0.0660148927725067,0.116495082689283
DCTN4,0.0660915332378348,9.50722729588938
ZNF346,0.0661680457258086,5.01599942557808
C1QL1,0.0661967795169463,0.00433557436972381
FAM21B,0.066266262639881,7.31810646295884
CDRT1,0.0663757299000569,0.187264554325561
ERCC5,0.0664003147906485,6.20265217190146
ST18,0.066451728007622,0.0172883739838824
ADO,0.0664542108550987,6.74578065606038
KIF13A,0.0664737158293294,4.37494396180607
LONRF1,0.0665243902596677,7.31694330894356
CREB3L1,0.0665462144254991,1.52005119684828
SLC13A4,0.0665996023606843,1.08658923837923
HKR1,0.0666068640412944,6.19977675661033
ARMS2,0.0666234751213991,0.161298714707605
BTD,0.0666322514389671,4.52643669190772
TTC22,0.0666351588700149,1.1810999449626
RAET1G,0.0667865635359724,0.46942935793626
C1orf168,0.0667988078908992,0.23326966193699
HHAT,0.066801552501229,0.635791824347916
NPPB,0.0669285780575316,0.277153345301801
ABCF3,0.0669768082643327,5.01660275778132
FAM184A,0.0669873327922602,7.40910191614382
PRRT2,0.0670918433944949,0.932214637417138
UBR1,0.0671034808741593,8.27275534459342
MYOG,0.0671417338255473,0.0973570400302435
SELM,0.0671450582272143,3.02701164655175
GSTZ1,0.0672132035093447,4.19051582822052
TXNDC9,0.0672190501966873,6.78281630664502
TDGF1,0.067223314071253,1.94875540685669
CYTIP,0.0672347777885708,0.172409884507745
CAND1,0.0672685501576171,4.62195358662702
OR8D4,0.0672809718671938,0.257454770015161
SERTAD1,0.067355381635783,2.36594082870632
CIB4,0.0673753017462626,0.140547940554403
KIRREL3,0.0676903433395224,0.242288916322359
DEAF1,0.0677412935107268,3.30462174164534
ZMYND19,0.0677550390402373,2.59231504799776
PNMA6C,0.0677624021322344,0.440899695889244
PLCG1,0.0679084578635682,3.51880614051344
SMPD2,0.0679230274514062,1.76167128202681
ATPBD4,0.067923610523958,5.45750125472203
AQP11,0.0679898128510323,1.42029059294996
CALN1,0.068004747442897,3.87148072867193
PTGDS,0.068062589004887,0.0211366031530819
EAPP,0.0680810749301424,7.29659211820824
FAM171A1,0.0681343104489906,6.41665120034252
SLC24A1,0.0681453005345418,3.77776779522258
THSD4,0.0682877115569493,1.83598050219222
ST7L,0.0683283812750904,4.5104812509227
OR10A5,0.0684051349214879,0.277572652272139
SLC7A9,0.0684133377792879,0.0882460761701416
RHCE,0.0684185105185641,0.0361093822280365
SRD5A3,0.0684399890665596,3.89408430974662
TTLL10,0.0685620775735771,0.00854929098348227
CA1,0.068580182544782,0.0582971651388745
CPA2,0.0686433048099392,0.904758866625164
BAGE4,0.068804537641328,0.0563330849283261
ZNF407,0.0688298144718857,5.20869281229763
B4GALT7,0.0690991068477331,3.0107014988625
KIAA0141,0.0692460496413039,6.27242691224488
NDUFV1,0.0694188459435249,5.36740249901534
PRPF4,0.0695564259121446,4.96266450563656
SLC26A9,0.0695676133878634,0.0789758985372478
NFE2L2,0.0696574863620489,7.86600981728335
AIFM1,0.0698119464280337,3.35880597513669
TMEM91,0.0700516600013932,0.793263629882971
DRAP1,0.0701196795445342,2.26375340202762
BOLL,0.0701398628049236,0.325960421035018
MARCH6,0.0701884931959779,6.12267684390111
TRAPPC6B,0.0702189383415154,6.6753835219474
LOC100507341,0.0702244944233145,0.360494586127263
SYT17,0.0702674099674821,1.96145391345505
LINS,0.0702779405451629,5.70510320979303
GPCPD1,0.0703213366138898,5.11817490932306
LENEP,0.0703270251229187,0.0152820662164131
UBA3,0.0703363973041269,5.77489569438958
SLC45A4,0.0703695295820984,1.53954590856136
CCDC61,0.0703711947420182,0.225864364496389
RPL29,0.0703717733440029,0.521758380072441
DOCK8,0.0704055759781594,1.28504630427512
FOXD1,0.0704902515792602,0.395563345342582
SLFN13,0.0705473164434875,2.5418963135767
C6orf106,0.0706147188491237,5.69008849686116
ZNF680,0.0707046193939719,6.32432858158508
STARD3,0.0707134976113659,2.86604698876679
DSG2,0.07075346808441,3.13119861575866
C1QL3,0.070807861304358,0.827171494155258
FAM86B1,0.0708978836112699,3.53932512441003
LGALS8,0.0709791535657647,7.27719006594092
BTG1,0.0709986402416463,7.27609534807561
PALMD,0.0710373447991891,0.294297261366683
LIPT1,0.0710430923083807,4.0037882662011
KLB,0.0711314510282653,2.27701500476388
BTBD19,0.0711410875438547,0.0690224220818543
TCEB3,0.0711523312190241,6.35588341987315
METTL3,0.0713217682327691,7.27233331144735
HIC1,0.0714088310049383,0.0767429381922331
ADAMTS10,0.0714154919385399,0.446484158685779
GLRB,0.0716104747676804,0.142346944725533
CLVS2,0.0716285640698929,0.308694062549259
PPARG,0.0716355171866024,0.305722238438507
LPAR1,0.0716961860618137,1.94947012909265
SLC30A6,0.0717715645222152,5.15987213615017
HAUS3,0.0718187669060803,4.14502223462607
TMEM164,0.0718216394222526,5.41604621020707
VPS36,0.0718387870798659,5.18901015548033
GBP1,0.0719278473860075,0.241341473817947
MPLKIP,0.0719332128880977,6.30173893835882
KDM3A,0.0719935036034381,7.26930391134786
IPO7,0.0720043200047821,1.23851005511214
C20orf196,0.072013272100421,1.7515471052444
SLC35F4,0.072063310381662,0.0322171001219357
SPHKAP,0.0721106393402203,0.756891651449934
ARMC7,0.0721761145352101,3.15580464643355
SLC35A1,0.0721813164622248,9.03916226274165
ASB1,0.0721935509577833,4.74343826239623
GLTSCR1,0.0722136732558059,1.55903796405068
CHRNA6,0.0722654814630782,0.0999706073713227
NEK5,0.0723328017717038,2.35535737923579
KIAA0556,0.072372757682057,2.21360856645362
OR2A12,0.0724629912689297,0.0212209083948274
TNFSF13B,0.0728256749320804,0.972712514550479
TDG,0.0728631303512853,2.73853636987922
RIPK2,0.0729408159667056,8.4716902800281
SCAF8,0.0729541106102984,7.64762308792156
TTYH2,0.073134662132175,0.512508741652151
PEX5,0.0732246024153278,2.11192620706039
ITPKB,0.0733004883386759,3.18193424474845
GSDMD,0.0733148661978967,1.74883563223196
KIF3A,0.0734105379056718,5.0777245911363
CYP2D6,0.0735471909703415,0.709367450692478
HPSE2,0.0735853913043696,0.370485793350386
DOPEY2,0.0735857285332265,2.45014222771015
SLC23A1,0.073590916717181,0.459287763754165
TRIT1,0.0736049173356499,8.02032816802014
MC5R,0.0736895878345159,0.176436835123047
MAGIX,0.0736977699950463,0.294652228095717
CYP2A6,0.0737712352455923,0.00539896489326192
CCNA1,0.0738404156793749,0.284585687356014
CDC42EP5,0.0740411392145107,0.0290735705487358
PNLIPRP2,0.0740979828181142,0.214386645165299
NPY5R,0.0741426648295174,0.793708712680197
RPS6KC1,0.0742017265877813,7.3950280721967
PRPF38A,0.0742372597344151,6.53949008857021
SPTLC3,0.0743695721078245,0.411935854352607
DSCR3,0.0743929912359515,4.13961091742863
NRXN3,0.0744960988155579,1.57449802356322
ZNF426,0.0745104735580259,5.06483275796544
XBP1,0.0745192132855638,5.57248743483023
COX7A2L,0.0745646232325236,3.1234674355633
TRIM17,0.0745655393005615,0.27154357177933
CIZ1,0.0746158873597736,3.80649426999285
CCDC157,0.07463000001061,0.740686067728469
TMEM102,0.0746325634291226,0.138526000739267
LATS2,0.0746625295389887,6.68832729975028
CYFIP1,0.0746646829670437,6.69405617401844
EEF1D,0.0746707218659934,1.51707341850557
RPL23A,0.0746993394463697,0.31802657527212
HLCS,0.0747587783241635,4.03355435676388
AKAP6,0.0747762387731246,0.472586948974881
CERK,0.0748526180474566,4.77999581043737
CNNM1,0.0749399796084744,1.19401685962645
RPL10,0.0749880980665851,0.415783289694065
SAP30,0.0750038683820635,4.06121826318159
KIAA0930,0.0751241839273402,3.25537787982447
FNDC4,0.0751948638507819,1.66430670357805
KIAA2018,0.0752045504015126,5.34469414193715
CCDC85C,0.0752723674046206,3.89249299177712
ABCA8,0.0752724171261329,0.240236484763092
C4orf36,0.0753998747685265,0.0788360047265416
WRN,0.0754201512270469,8.28970317341688
C19orf77,0.075499699004696,2.37510589289508
ZNF143,0.0755916163559393,9.55666685468443
ANK2,0.0756603240064704,9.21056522318587
TMEM232,0.0757382544407601,0.992124022360966
ARMC10,0.0757734804553579,4.49589313389455
LIN9,0.0758143463866871,7.28374213079471
B3GNT4,0.0758211425600293,0.128531230793436
CBX1,0.0758768236213219,1.88780099668802
RPL41,0.0758904744732412,0.459452983428726
OLR1,0.075966338659824,0.144023209994888
SCNN1D,0.0759837417415174,0.159785103126121
GIF,0.0759887277940375,0.0927534838029805
FPR3,0.0761027929651737,0.279951584703714
MRVI1,0.0761523844998618,1.09742004281476
SPNS1,0.076176128455493,3.70921479433167
ZNF69,0.0761819890770131,2.66807739353688
VCP,0.0762018188019702,1.21739112735988
TGIF1,0.0762168691953658,4.71474951890799
TOX2,0.0762256965896441,0.595236587649639
KAT2A,0.0762590099483204,5.08815362757339
DBNL,0.0763442040567542,5.9303937079522
NAA40,0.076392802975138,3.6880452263504
MAMSTR,0.0764690710127365,0.452505435153494
NOD2,0.0765325145366559,0.196940072802661
TECTA,0.0766189157380047,0.41743201754031
DDN,0.07662400411805,0.0130866525089773
TAS2R19,0.0766401298702253,0.630710248787209
EMID1,0.0766582302130902,0.104341109948327
C8orf83,0.0766775874244364,7.6875971779303
MTF1,0.0767417494336242,3.53581619728421
ADCY4,0.0768889413547029,0.196066764364085
CLDN23,0.0769549978112788,1.57553314816043
SRGAP3,0.0769912184344186,2.56364447623685
ULK1,0.0770740065148701,4.5254917175569
PLAC1L,0.0770813861433883,0.117306282587834
IGFL4,0.0770904402521519,0.00941303514492383
BPTF,0.0771486181129166,2.19276465838244
CD101,0.0771539294108061,0.863091533221889
MGP,0.0772072635280456,0.103161763506188
SKA1,0.0772190920087716,3.53829189125728
SYT5,0.077441871329951,0.0119756830386449
ZNF664-FAM101A,0.0774789553414353,0.200790594183731
ACAT2,0.0775110451647592,2.13272566286938
MAST4,0.077572691758053,3.80716497008125
ATXN3,0.0776323363431947,3.43777063543465
PLA2G6,0.0776418092076375,0.447949433056681
HTN1,0.0776811068231128,0.404384346021917
NOX1,0.0776891552052062,0.769920952212191
KDM4B,0.0778251235012895,2.78797458102067
CD3D,0.0778825129072331,0.100489418639807
ZBTB8B,0.0779041896448777,1.63311360929484
HOXD9,0.0779247160871359,0.273446231775155
ZNHIT1,0.0779566023998052,3.74213364071721
ZNF786,0.0780255855507022,2.82018856673025
SEMA3G,0.0780382207722075,0.370784748670764
CCDC71L,0.0780929440430624,3.5987743993038
ACOT1,0.0781240893133968,1.44616456383771
DNAJC7,0.0781300137022777,5.68473982624346
TRPC4AP,0.0781454257538096,5.36754519886204
RCN3,0.0781694293645319,1.84601058746785
GOSR1,0.0782751226432953,2.82831146333291
ATAD5,0.0782859026967439,8.56954351188567
SEC24C,0.0784283820595668,5.98336842330401
DDX55,0.0784290603907766,4.31280570769537
CCDC130,0.078432654913297,3.02549130734399
LOR,0.0784686698650515,0.0086144104990142
BCHE,0.0785250224085924,4.3120514291418
HCN2,0.0787293921045533,0.0478083891907073
POU2F3,0.0789204960178273,1.11414151002301
DNASE2,0.0789855087773093,2.22851116791392
CRYBB1,0.0789899837207324,1.9840739881053
KPNA3,0.0790453166648398,6.52986681925262
NT5C2,0.0790456117209337,4.88566765494452
PNPLA6,0.0791557168547616,3.46009555515004
PF4V1,0.079186468940709,0.0115422150386178
FAM19A3,0.079186468940709,0.00231088045216325
PGAP3,0.0792222238139948,1.59202182924032
C6orf72,0.0792500416573119,7.32578031078721
ZNF605,0.0793450185093272,8.05535536822792
SLC4A5,0.0794127065469504,4.65101927915744
DAZL,0.079441198247108,0.0847302250005331
ERCC-00164,0.0794868212961755,0.450487399257556
RABGAP1,0.0794964967506756,5.93794745182876
NEK1,0.0795304426166463,8.11214678229117
PIP4K2B,0.079794197445978,5.6569411853143
TMEM55B,0.0798012519361365,3.89504521430672
ANAPC10,0.0798152408749118,7.18208631446587
ADCK5,0.0798321111470233,0.854704883201236
NDOR1,0.0798600700123587,2.81549129453963
CYP24A1,0.0798643008690577,0.387527889700764
C11orf35,0.0798841377910747,0.0332240103597008
NDUFA13,0.0800131905372593,0.908875112515678
EXOC1,0.0800896363540783,8.5600899193885
ELOVL3,0.0800995793440165,0.0609442535124111
ISY1-RAB43,0.0802020956136515,1.05636963293222
MAGEB1,0.080334428389063,0.421371450611037
ACSL4,0.0804309933820455,4.60147605260102
HIST2H2AA3,0.0804733853265481,0.869873214005209
HIST2H2AA4,0.0804733853265481,0.869873214005209
SKP1,0.0805735846028482,0.450805448310573
OR1J1,0.0807002125651314,0.113410042551825
MITD1,0.0807199934058642,6.5188534321739
IP6K3,0.0808137364090077,0.140955363815845
NCOA4,0.0809239014078919,5.00033893745188
HSPE1-MOB4,0.0809534189267091,0.379007083352455
LIN54,0.0809804948373578,5.19213782563738
EYA4,0.0810491125060441,0.483061943706906
SLC17A5,0.081055409716042,3.68851399177813
ZNF554,0.0811148137672373,2.4725538485563
TNFRSF10C,0.0811166664648306,0.494343358535344
XRCC1,0.081160523662215,4.75421491554143
IL7R,0.0812255011075474,0.320897609986978
C7orf42,0.081258640552922,4.92748576621405
RIC8A,0.0813439388978659,5.55454572688729
CNOT8,0.0813526268435158,7.83418403679415
TBX2,0.0814856622436826,0.156842087042195
LNX2,0.0814872402195572,3.69454115632034
CACNB3,0.0815423152071229,1.63706943372336
ZC3H8,0.0815815298070673,5.96451392542366
C17orf109,0.0815910296389261,0.0221835009133395
ALG1,0.0815926697915169,2.42571690140348
C1orf212,0.0817264713737148,2.8047301790152
C8orf47,0.0817553584672662,0.061390841742915
JMJD4,0.0818214135319762,3.62975677857205
FAM180A,0.0818721023540162,0.0375377953773469
CLCN2,0.0819341545037265,2.08045356537874
FAM35A,0.0823353090460928,9.21152451594825
TMED3,0.0823404433272091,5.1131635097909
CXCL1,0.0824750252007876,0.656289956695318
HIST1H4E,0.0825546937867366,0.973930627983525
HDAC4,0.0826110055522963,1.59985078968425
OSTM1,0.0827815238911769,5.30386749410631
ERCC-00033,0.083129946752175,1.57954769898336
C5orf30,0.083151597403839,8.47359087831236
RFX3,0.0832241890789064,3.36231291365235
IL8,0.0833115148477944,0.0232430800810677
NPL,0.0833120271122467,1.96154484519976
MEMO1,0.0833376172748837,7.87504683811576
IGFL3,0.0833665797458711,0.210950271463554
USP14,0.0834107428614869,3.30370715610731
CSRNP3,0.0834447007246199,4.17285187418287
METTL7B,0.0834452742623938,1.71195255709742
CPB2,0.0835096079898502,0.386196295828359
TP53RK,0.0835645975557421,3.34846218742573
GNPAT,0.083660206600432,6.58237343974058
C19orf24,0.0837260583293899,2.40722366956139
PPIAL4C,0.0837267493487846,0.104128396244797
SPTLC2,0.0837513201598197,4.27411167416057
KDM4A,0.0837733904038621,6.24943162600846
TAS2R39,0.0839913610270497,0.303741616345349
LTK,0.0840116479918386,0.295333249536406
MAP7D3,0.0841044974960835,4.07943170689569
CECR6,0.0841066630877349,1.28643696934449
CNST,0.0841155629174172,6.22936606686187
UXS1,0.0841436185761716,7.5102770578227
SUN5,0.0841744208952177,0.0516202170972947
ZBBX,0.0842776054393775,0.661604724298201
COL25A1,0.08429260902813,2.03993514084628
FAM83G,0.0843673887281051,0.187712618047365
ICAM3,0.084369722876565,2.74254233588586
HGC6.3,0.0843915630961407,0.029391774455159
RXFP1,0.0845094820640667,0.0442571730255055
OLIG2,0.0845492909304177,0.307656175771944
ONECUT1,0.0845520648987279,0.104162858710646
C1orf144,0.0845554603172594,4.50277145259626
SEC62,0.0845999171269189,1.66362272402983
C20orf118,0.0846622839731922,0.0156499844727483
MAGED4B,0.0846786811730207,6.74042387071473
MRPL55,0.0847648941161301,3.92692986974004
INTS4,0.084888643526413,6.73632568041832
CNOT6L,0.0849660578061646,8.99163026211704
FIZ1,0.084968107604514,1.77200857825463
TRADD,0.0850361295289575,0.188821882940642
KCNH1,0.0850385750562021,0.224335153249948
NT5M,0.0850667615958077,0.79114856782738
SLIT1,0.0851590501799627,0.161011189215364
RBAK-LOC389458,0.0851869946270732,0.0980410171822871
SLC6A13,0.085340528135107,0.259305257043893
TRPC1,0.0856772280996077,6.60592481828232
JMJD7,0.0857252411871299,1.99063534817839
TRPV4,0.0857685954774153,0.875885084705319
ZC3H10,0.0858668198807207,1.17213438550355
HKDC1,0.0859384483899263,0.055462897848943
MFSD12,0.0859418525353378,2.23636836075293
POLR3D,0.0860610411079762,4.66079117318863
CTTN,0.0860861933272651,2.89729640828644
ENTPD2,0.0862836092379774,0.0274438268193945
ZNF729,0.0862875183452232,0.258972357185767
TMEM179,0.0863113132590811,0.0081385171331086
KRI1,0.0863292514796917,3.90796110612461
DNAJC4,0.0863666877926191,1.99780413461084
TUBA1B,0.0863844043079527,0.859518074658171
DMTF1,0.086419156374759,7.08247744425595
UBQLNL,0.0864735931415697,0.229956289720612
SYNGR1,0.0864918899851187,4.70946422455965
PTPRG,0.0865317280349252,7.43071032134707
RAB14,0.0865660770042716,6.07107761296533
CRADD,0.0865952303668906,3.40048311261926
BRPF1,0.0866202033996028,4.00073938131528
SORCS2,0.0866210308419282,0.559289928962
HTATIP2,0.0866295022509307,6.93438726457203
AKNAD1,0.0866448286537619,0.162000753575512
DLX6,0.0868039312736866,0.886974166300199
ERCC-00039,0.0869392258770158,0.796525402519796
PMFBP1,0.086946367810701,0.490544356596799
NR2F2,0.0870447050210391,0.0876125056323965
JMJD7-PLA2G4B,0.08708331683444,0.111251368246325
MEGF11,0.0870916299771776,1.92804346860689
TBC1D2,0.087183286666687,1.27538549792589
ADCK2,0.0871869491660377,0.968904459140986
IRF3,0.0872223222620934,3.97760683275351
RPIA,0.0872364512682157,3.20289205620739
TLN2,0.0874513290467244,5.37708910076326
ERCC-00137,0.0874744766562776,0.091274134257468
SPAG7,0.0875029907136478,4.12435420558183
SGMS1,0.0875578974630106,7.16879942926232
VPS8,0.087625096975047,7.55588359867825
PCDHGA6,0.0876665589689557,0.0556067005701963
OGDH,0.0877429243229121,3.47914060951159
DGCR2,0.0877885716154193,4.64510943868681
CBWD5,0.0880668219684382,5.75297620327152
PAIP1,0.0881117215077176,2.82256997181359
DHX32,0.0882614811730938,5.73959336137534
CCDC147,0.0883064787978487,0.729587846681968
CCNK,0.0883474923086911,3.60089918003355
SERF1A,0.0884144795544434,0.644376329571367
VPS39,0.0884736427916811,6.16728477026981
PHF7,0.0885112032581555,0.795862117422354
C12orf10,0.0885469338275053,5.75943396501172
FAIM,0.0885692126335529,6.24424395712931
ZNF225,0.0886027738422787,3.19651234526634
EPHA5,0.0886204539295575,0.207294983619256
IQCF5,0.0886672931528405,0.0118469859761538
PAFAH1B2,0.0886810203147125,2.02320464600932
ZNF420,0.0886820781965703,6.03630394149084
METTL10,0.0887049510227069,6.51972519640299
C5orf15,0.0888133127157286,6.22831717955425
POLE,0.0888185062073994,5.58539567163005
TAGLN,0.0889066094980471,7.01003597938803
KBTBD10,0.0890042410106019,0.861083257007946
AGPAT9,0.0890079415184317,0.175692058986838
UGT2B28,0.0893466353956232,0.130364068938202
ENSA,0.0893847862793577,3.03067010335333
ARPM1,0.089407010156818,1.82458573872678
TRIM32,0.0894232774413367,6.5385582862885
MAP3K6,0.0894401059221363,0.75617735485659
TSNAX,0.0894680470348501,4.3067223729672
ITGB3,0.089484548888362,0.100431967398139
OMD,0.0894919730285076,6.09862247698061
CC2D2B,0.0895637112209975,0.287093979911715
SOX10,0.0895896508883212,0.424079351431149
YTHDC1,0.0896613116335901,3.63590839092869
MRPS10,0.0897141547041425,3.88923858314394
HSFX2,0.0897235214938602,0.13070904232698
NAA60,0.0898002078294494,3.70479977403713
ACSM2B,0.0898777736541468,0.0311021884381101
MEF2BNB,0.0899102697561309,3.26382891706394
PRLR,0.0901246616568659,1.92856012340283
REEP2,0.0901637404291927,0.53660483847247
SLC24A5,0.0902049372210748,1.8844399905944
UBE2A,0.0902421236269765,5.10368128992619
PTCHD1,0.0902922351782887,9.00667128981738
HTN3,0.0903039297789137,0.232321446960688
CRHR2,0.090635527312164,0.427831807673334
CALB2,0.0906550307390839,0.77046755820368
RWDD1,0.0906579207631804,2.76928826870566
UTP23,0.0906733632739012,3.96957619071091
KLK12,0.0907506978945571,0.00906567830826446
PLCH2,0.09077561653319,0.000682416204271731
PROCA1,0.0907809146252043,1.45184725082363
SH2D1A,0.0908461524549824,0.0143594660484581
KCNC2,0.0908461524549827,0.0033961134123282
ZNF44,0.0908993519558642,4.39226975941593
UNC93A,0.0909146244988032,0.16644506297534
RNF180,0.0909483644879281,2.68043631499222
DGAT1,0.091030888820573,2.81398614381866
CNR1,0.0910323552918871,0.709946349229346
HAO2,0.0911523237420456,0.075593010612451
ZNF33A,0.0912007869993324,5.97272960656461
PAX2,0.0912352860909635,0.0645188018358076
MCART6,0.0912910311205978,3.02138626091971
NBPF6,0.0917920009512652,0.0236541375239999
SRPR,0.0918194522123411,5.04524892020359
FGF12,0.0918198506334959,12.1350966881043
SLC25A17,0.0918883587935699,7.56348183950855
MFSD7,0.0919000914674411,0.0859697331721816
DLL4,0.0919010249473374,0.349948527354059
CD2BP2,0.0920891288331547,5.24491978474698
ARHGAP12,0.0920959031636141,8.35881214104083
VSTM2B,0.0921092588131877,0.052562927400718
C2orf27A,0.0921847701811573,1.22965006828913
RABGGTB,0.092201128143063,5.75964209217552
TBC1D24,0.0922130036573406,6.3388926009021
PIGG,0.0923032282434973,6.48900886575591
LARP4B,0.0923269459800787,4.73062325156644
NRAS,0.0923662686115473,4.18491545279726
SEC61A1,0.0924079694701699,4.23489290383748
METTL23,0.0925150968602568,6.52572572527822
EID3,0.0925429083050738,1.12502303861869
SLC26A10,0.0927593003999889,0.222574266261678
SLC28A3,0.0927611650919427,0.150755044264588
GPR3,0.0927768254586635,1.33132970189249
CLIP4,0.0929107269003042,0.641142999171901
RNF17,0.0930136846625679,0.174425069746243
CXorf22,0.0931598439837765,0.130156717938469
SHISA8,0.0932471423959395,0.0519446269368298
LRRC46,0.093292656189214,0.131391170377503
SLC22A13,0.0933248061810454,0.00561291773132471
DEFB132,0.0933812087944925,0.307934447713544
PFKP,0.0934086029158398,6.17098781511166
CORO2A,0.0934480567442321,3.46578989514427
HLA-F,0.0934555745139436,1.74476105025593
HS3ST4,0.0934691640181645,1.64096711440733
SDCCAG3,0.0936653489604562,5.49078192073956
ERCC-00013,0.0936819496473903,0.590068731305937
NUBP1,0.093896835178647,5.6824534917456
SMU1,0.0939137469134077,2.50471157047454
TM9SF1,0.0939559129077482,7.17995406035887
RAB6B,0.0940180844023335,1.21798171719832
SLC7A10,0.0940349857749306,0.147621318549208
TCF24,0.0940775370579888,0.672930507884494
BAGE5,0.0943405014612324,0.321063337219477
GCKR,0.0944106604800033,0.062835192788052
NOTCH2,0.0944122688367664,7.70293820889157
ZNF432,0.0944351074350663,3.67464415706863
CLEC12B,0.0944973967090142,0.190555053575595
PNMAL2,0.0945061452808756,0.33308495491109
BBS9,0.0945256662994576,4.31779875927661
THRSP,0.0946231775233773,0.135733168626474
ZNF177,0.0946421278699998,3.28119020533152
CNEP1R1,0.0947242138354479,6.8113142670523
GOLGA6L1,0.0948988791647095,1.66837525488783
C22orf28,0.0950319854704578,4.71982336065805
ASPM,0.0950431799200079,9.48308495712954
TMEM235,0.0953516171239254,0.0326348984097905
SLC34A2,0.095389798949445,0.526459778493419
HDAC8,0.0954169309198124,6.97208028056531
RAB22A,0.0954210140329239,7.34557587232931
FAM50B,0.0957025484153052,0.765208007152438
C2orf68,0.0957809727372188,3.79365878270735
MFF,0.0957999874745094,6.44300556702598
MUC15,0.0959114398118658,0.123227889551352
CHRM1,0.0959403553610493,0.0908399926177095
ABCC5,0.0959703534387975,6.19860606867482
TAF1D,0.0959738655094816,4.59671836597258
ZNF669,0.0960149862366035,4.34602002795863
SULT1C2,0.096086852415068,1.71693889981719
ANGEL2,0.0961214482772956,5.04836941961771
ETV2,0.0961265181290853,0.332408361215245
TRAF1,0.0961436810472939,0.473995125729773
KCNK13,0.0962352223280685,0.440347563001105
SLC12A4,0.0962737482532154,2.36849574101867
WFDC9,0.0963079454538539,0.0147176376985075
S1PR2,0.096454446471241,4.07054806481244
ICAM2,0.096494177443156,0.696912665009303
CCT7,0.0965388196308204,1.56496386848321
LYN,0.0965799099424537,7.33386022858463
C3AR1,0.0965807181400358,0.095638306263583
SMC3,0.0965910136938692,2.68921687277317
HUWE1,0.0966732920337271,2.10933427052795
SCO2,0.0967375353675854,4.37017582072736
TFRC,0.0967985111978708,6.99849119154861
EBF1,0.0968000794027247,0.391715124262281
GFRA1,0.0971604735575865,0.862479105088547
PALM3,0.0972189350643722,0.749453176430219
DCLRE1B,0.0975171986898946,4.68437385208263
SARDH,0.097564479557021,2.41054715204768
GLYATL2,0.097644222327875,0.223798302532582
SAPCD1,0.0976784649140169,1.18051067169754
NPEPL1,0.0976961942803948,2.03225378357818
PLXNB2,0.0977782835991812,3.5887861129942
AP3M1,0.0980033500224763,5.52288512498018
LENG8,0.0980061973189067,2.83726300936478
ADAM9,0.0981126197574638,7.96496950537024
NUPL2,0.0981375946222953,8.20808431036831
GSS,0.0982035370374326,7.10705142168273
TMEM132A,0.0982580343101179,1.2223200215412
GPRC5A,0.0983461487504591,0.398114489259176
MCART1,0.098349484602644,1.94668853291663
HLA-A,0.0984792206579229,2.44053078234474
AOAH,0.0984810935850379,0.105001770113987
C12orf53,0.0985423860396665,1.28107746306226
BECN1,0.0987058683754838,6.19008680991193
C1orf162,0.0987061945324394,0.178787678176018
CLDN20,0.098767072928836,0.332581979013305
COX15,0.0987889551361591,6.21483654782916
ALG13,0.0989361566704013,4.27069149732937
LOC100130880,0.0989475809693132,0.22657956383345
HSPB1,0.0990220494243488,1.60751148933232
EHBP1,0.0992233410940811,7.63854509505829
KLF15,0.0992240828255077,0.72943609309445
BRF1,0.099364908536713,1.30303650148965
ADAMTS18,0.0994419691380984,0.948785378281055
SSBP3,0.0994458984757985,2.90102953061293
KHDRBS1,0.0994467405159887,1.45146286336165
ZNF133,0.0994818134696755,5.41967847326349
RCE1,0.099776576703852,4.14709981095771
VAMP2,0.0997866455559133,2.29376424688065
ZSWIM1,0.0997977564609007,2.40172219540814
SLFN11,0.0998795701850114,0.242442651074835
MTBP,0.0998859597372802,6.9669103785282
TM9SF2,0.100030528094795,5.13512594474928
PLA2G5,0.100147203183743,0.332055161721326
PPA2,0.100263268060177,4.63000251467197
TMEM14C,0.100431089987022,2.63646227012687
C1orf53,0.100541739342982,0.562677274460059
PROZ,0.100571586820326,0.137497646242978
MUSTN1,0.100590449270055,0.606783497233238
