Gene1,Gene2
VHL,CUL1
VHL,CDH1
VHL,PSMB10
VHL,PSMA6
VHL,PSMA5
VHL,KLHL5
VHL,UBE2H
VHL,KLHL21
VHL,LRR1
VHL,COMMD10
VHL,TRIM37
VHL,HIF1A
HIF1A,VHL
VHL,COMMD3
VHL,ASB4
ASB4,VHL
VHL,GLMN
VHL,RCHY1
VHL,WSB1
VHL,UBE2C
VHL,RNF213
VHL,RNF14
RNF14,VHL
VHL,KLHL3
VHL,RNF19A
RNF19A,VHL
VHL,ASB11
VHL,FBXO17
VHL,POLR2A
POLR2A,VHL
VHL,SOCS3
BHLHE40,C17orf70
BHLHE40,RORB
RORB,BHLHE40
BHLHE40,DEC1
BHLHE40,PER3
PER3,BHLHE40
BHLHE40,PPP2R1A
BHLHE40,STAT3
STAT3,BHLHE40
BHLHE40,RMI1
BHLHE40,BLM
TRAF6,SORT1
NFIC,SORT1
TP53,SORT1
MAPK10,SORT1
CIITA,TRIM45
SP100,TRIM45
BMP2,FST
BMPR1A,FST
RBBP4,PHC2
DNMT3A,PHC2
RUNX1,PHC2
TP53,PHC2
MECOM,PHC2
HNRNPK,PHC2
ASXL1,PHC2
SNAI2,PHC2
EZH2,PHC2
GATAD2A,PHC2
CTBP1,PHC2
LIN28A,ZCCHC11
SRC,PDGFRA
TP53,PDGFRA
EGF,PDGFRA
PDGFA,PDGFRA
STAT3,PDGFRA
TRIM33,SEMA6A
APC,PSMB9
APC,PSMC5
APC,CDC42
APC,PSME3
APC,PSMB2
APC,PSMF1
APC,TLE1
TLE1,APC
APC,CACYBP
APC,PSMB4
APC,ARHGEF4
APC,CDH2
APC,PSMD9
PSMD9,APC
APC,PSMD3
APC,TLE3
TLE3,APC
APC,CUL1
APC,TLE2
TLE2,APC
APC,CDH1
APC,PSMB10
APC,PSMA6
APC,PSMA5
APC,CASP3
APC,CSNK1A1
APC,XPO1
APC,ASH2L
ASH2L,APC
APC,PPP2CA
APC,FZD5
APC,PSMB8
APC,PSMA7
APC,LEF1
LEF1,APC
APC,PPP2R1A
APC,PSMC1
APC,FRAT2
APC,PPP2R1B
APC,CTNNB1
CTNNB1,APC
APC,TBL1XR1
APC,TCF7L1
TCF7L1,APC
APC,CTBP1
CTBP1,APC
TBX3,GATA3
GATA3,TBX3
TBX3,RBM19
TBX3,MEIS2
MEIS2,TBX3
TBX3,SHOX2
SHOX2,TBX3
TBX3,GATA6
GATA6,TBX3
TBX3,POU5F1
POU5F1,TBX3
TBX3,SOX2
SOX2,TBX3
MCM7,ORC3
MCM6,ORC3
MCM2,ORC3
MCM3,ORC3
MCM4,ORC3
LMO2,NHLH2
NHLH2,LMO2
LMO2,RUNX1
RUNX1,LMO2
LMO2,KDR
LMO2,GATA3
GATA3,LMO2
LMO2,POLR2G
POLR2G,LMO2
LMO2,LDB2
LDB2,LMO2
LMO2,BEX2
LMO2,GATA2
GATA2,LMO2
POLR1B,NAT10
PA2G4,NAT10
POLR1A,NAT10
PDCD11,NAT10
SMG6,NAT10
DDX54,NAT10
SNRPB,NAT10
MYBBP1A,NAT10
BMP2,AMHR2
SMAD5,AMHR2
E2F7,CDK4
H1F0,CDK4
RAD51,CDK4
SMARCD3,CDK4
E2F4,CDK4
TP53,CDK4
TFDP1,CDK4
MCM2,CDK4
SMARCD1,CDK4
E2F3,CDK4
DNMT3A,CDK4
ESPL1,ZWILCH
ESPL1,MCM7
MCM7,ESPL1
ESPL1,CENPK
CENPK,ESPL1
ESPL1,ORC1
ESPL1,MCM6
MCM6,ESPL1
ESPL1,AURKB
ESPL1,TOP2A
ESPL1,KIF15
ESPL1,NDC80
ESPL1,DBF4
ESPL1,RRM2
ESPL1,TTK
ESPL1,MAD2L1
ESPL1,POLA1
ESPL1,WDHD1
ESPL1,CDCA8
ESPL1,KIF23
ESPL1,NUP160
ESPL1,BUB3
ESPL1,DYNC1H1
ESPL1,UBE2C
ESPL1,PLK1
ESPL1,CEP55
ESPL1,XPO1
ESPL1,PPP2CA
ESPL1,KIF11
ESPL1,DYNC1I1
ESPL1,KIF2C
ESPL1,ZWINT
ESPL1,PKMYT1
ESPL1,CDC20
ESPL1,NUSAP1
ESPL1,CHTF18
ESPL1,RCC2
ESPL1,POLD1
ESPL1,CCNA2
ESPL1,ESCO2
ESPL1,NUDC
ESPL1,PPP2R1A
ESPL1,BIRC5
ESPL1,CHEK1
ESPL1,PLK2
ESPL1,ERCC6L
ESPL1,ITGB3BP
ESPL1,SPC24
ESPL1,CCNB2
ESPL1,PPP2R1B
ESPL1,CDCA5
ESPL1,CDC25C
ESPL1,MCM3
MCM3,ESPL1
ESPL1,MCM4
MCM4,ESPL1
ESPL1,BUB1B
ESPL1,CENPO
ESPL1,DSCC1
PDCD11,MPHOSPH6
TMF1,STX6
SP110,OAS2
SP110,DDX58
SP110,XAF1
SP110,MX1
PDCD11,MRPS9
POLR2F,MRPS9
POLR1C,MRPS9
SRSF1,HNRNPM
SRSF1,MAGOH
SRSF1,U2AF1
U2AF1,SRSF1
SRSF1,SRRT
SRSF1,YBX1
YBX1,SRSF1
SRSF1,NUP153
SRSF1,CHERP
SRSF1,SSB
SSB,SRSF1
SRSF1,ERH
SRSF1,SF3B4
SRSF1,PPIL6
SRSF1,NUP35
SRSF1,DDX39B
SRSF1,NONO
NONO,SRSF1
SRSF1,RNPS1
RNPS1,SRSF1
SRSF1,UPF3B
SRSF1,HNRNPK
HNRNPK,SRSF1
SRSF1,RAE1
SRSF1,SNRPN
SRSF1,NUP160
SRSF1,PSIP1
PSIP1,SRSF1
SRSF1,SF1
SF1,SRSF1
SRSF1,HNRNPA1
SRSF1,WDR18
SRSF1,ELAVL2
ELAVL2,SRSF1
SRSF1,POLR2H
POLR2H,SRSF1
SRSF1,SFPQ
SFPQ,SRSF1
SRSF1,NUP62
SRSF1,SNRPB
SNRPB,SRSF1
SRSF1,HNRNPAB
HNRNPAB,SRSF1
SRSF1,BCAS2
SRSF1,HNRNPA0
SRSF1,EIF4A3
SRSF1,LSM6
SRSF1,NUP205
SRSF1,SNRNP200
SRSF1,HNRNPF
SRSF1,HNRNPH1
SRSF1,LSM3
SRSF1,SNRNP25
SRSF1,ILF3
ILF3,SRSF1
SRSF1,SRPK1
SRSF1,SNRPF
SRSF1,U2SURP
SRSF1,RBMX
RBMX,SRSF1
SRSF1,SYNCRIP
SRSF1,DHX15
SRSF1,PUF60
SRSF1,SF3A3
SRSF1,POLR2G
POLR2G,SRSF1
SRSF1,SRSF3
SRSF3,SRSF1
SRSF1,PSME3
SRSF1,NUP54
SRSF1,SRSF7
SRSF1,LSM5
SRSF1,NXF1
SRSF1,HNRNPD
HNRNPD,SRSF1
SRSF1,KHSRP
KHSRP,SRSF1
SRSF1,PPIL1
SRSF1,POLR2D
POLR2D,SRSF1
SRSF1,NUDT21
SRSF1,SRSF12
SRSF1,ALYREF
ALYREF,SRSF1
SRSF1,HSPA8
SRSF1,CASC3
SRSF1,ILF2
ILF2,SRSF1
SRSF1,HNRNPA3
SRSF1,SRSF10
SRSF10,SRSF1
SRSF1,LSM4
SRSF1,CPSF6
SRSF1,HNRNPC
SRSF1,TRA2B
SRSF1,PTBP1
SRSF1,SRSF2
SRSF2,SRSF1
SRSF1,NHP2L1
SRSF1,NUP188
SRSF1,POLR2F
POLR2F,SRSF1
SRSF1,POLR2K
POLR2K,SRSF1
SRSF1,THOC3
SRSF1,CHTOP
SRSF1,RBM14
RBM14,SRSF1
SRSF1,SNRPD1
SNRPD1,SRSF1
SRSF1,TNPO1
SRSF1,HNRNPU
SRSF1,SAP18
SAP18,SRSF1
SRSF1,SNRNP40
SRSF1,CWC27
SRSF1,CPSF7
SRSF1,BUD31
SRSF1,POLR2A
POLR2A,SRSF1
SRSF1,POLDIP3
KAT7,ORC1
KAT7,MCM2
MCM2,KAT7
KAT7,PLK1
KAT7,HIST1H4I
KAT7,CDT1
KAT7,AR
AR,KAT7
FOXH1,CFC1
SMAD2,CFC1
POLR1B,IMP4
PDCD11,IMP4
DDX54,IMP4
POLR1C,IMP4
MYBBP1A,IMP4
PSMD9,KIAA0368
PA2G4,RPL35
BTF3,RPL35
RNPS1,RPL35
UPF2,RPL35
PDCD11,RPL35
SMG6,RPL35
UPF1,RPL35
EEF1A1,RPL35
GCM1,ERVFRD-1
POU5F1,ZIC3
ZIC3,POU5F1
POU5F1,FOXD3
FOXD3,POU5F1
POU5F1,FGF2
POU5F1,SMAD2
SMAD2,POU5F1
POU5F1,PBX1
PBX1,POU5F1
POU5F1,EPHA1
POU5F1,THY1
POU5F1,EPCAM
POU5F1,DPPA4
POU5F1,OTX2
OTX2,POU5F1
POU5F1,SOX3
SOX3,POU5F1
POU5F1,ZEB2
ZEB2,POU5F1
POU5F1,PROM1
POU5F1,NR0B1
NR0B1,POU5F1
POU5F1,DNMT3B
DNMT3B,POU5F1
POU5F1,CTNNB1
CTNNB1,POU5F1
POU5F1,GATA4
GATA4,POU5F1
POU5F1,CD24
POU5F1,EWSR1
EWSR1,POU5F1
POU5F1,POU5F1B
POU5F1,MYCN
MYCN,POU5F1
POU5F1,ZFP42
ZFP42,POU5F1
POU5F1,WDR5
WDR5,POU5F1
POU5F1,TP53
TP53,POU5F1
POU5F1,TET2
POU5F1,GATA6
GATA6,POU5F1
POU5F1,CDH1
POU5F1,LIN28A
LIN28A,POU5F1
POU5F1,TCL1B
POU5F1,EHMT2
EHMT2,POU5F1
POU5F1,SOX17
SOX17,POU5F1
POU5F1,SOX2
SOX2,POU5F1
POU5F1,TCF4
TCF4,POU5F1
POU5F1,COMMD3-BMI1
POU5F1,STAT3
STAT3,POU5F1
POU5F1,DNMT1
DNMT1,POU5F1
POU5F1,ZEB1
ZEB1,POU5F1
POU5F1,EZH2
EZH2,POU5F1
POU5F1,PRDM14
PRDM14,POU5F1
ASB9,RNF144B
WWP1,RNF144B
RNF19A,RNF144B
ASB4,RNF144B
RNF14,RNF144B
PDCD11,MRPL15
SRC,SDCBP
PA2G4,SDCBP
MDM4,USP2
MCM6,KIF23
RAD51,KIF23
MCM7,KIF23
MCM2,KIF23
MCM3,KIF23
MCM4,KIF23
STAT3,LRPPRC
MCM6,KIF11
RAD51,KIF11
MCM7,KIF11
MCM2,KIF11
MCM3,KIF11
MCM4,KIF11
UHRF1,KIF11
ASB9,HECW2
WWP1,HECW2
ASB4,HECW2
RNF14,HECW2
RNF19A,HECW2
POLR1B,WDR12
PA2G4,WDR12
POLR1A,WDR12
PDCD11,WDR12
DDX54,WDR12
POLR1C,WDR12
MYBBP1A,WDR12
SRC,ITGAV
DAB2,SYT1
EGF,SYT1
PA2G4,LYZ
ILF2,LYZ
WWP1,PSMC1
HIF3A,PSMC1
NFKBIB,PSMC1
REL,PSMC1
CTNNB1,PSMC1
TP53,PSMC1
PSMD9,PSMC1
LIMD1,PSMC1
HIF1A,PSMC1
SRC,PEBP1
FXR1,PEBP1
ZNF24,ZKSCAN3
ZNF24,MAPRE2
ZNF24,MMRN2
ZNF24,RBFA
ZNF24,SSX2IP
TP53,NUAK1
SRC,VWF
FXR1,VWF
EGF,VWF
ANKRD1,CASQ2
TRAF6,TRAF5
WWP1,PSMA6
HIF3A,PSMA6
NFKBIB,PSMA6
REL,PSMA6
CTNNB1,PSMA6
EEF1A1,PSMA6
TP53,PSMA6
PSMD9,PSMA6
LIMD1,PSMA6
HIF1A,PSMA6
CUX1,MAN2A1
POLR1B,IPO5
TP53,PALB2
RAD51,PALB2
ASB9,RNF138
WWP1,RNF138
ASB4,RNF138
RNF14,RNF138
RNF19A,RNF138
MCM7,NDC80
CENPK,NDC80
MCM6,NDC80
MCM2,NDC80
CHAF1A,NDC80
MCM3,NDC80
MCM4,NDC80
UHRF1,NDC80
TRAF6,TNFRSF13B
ZNF219,CDK2AP1
GATAD2A,CDK2AP1
TRIM25,C14orf166
POLR2A,C14orf166
NAA15,NAA25
SRC,CDH1
SMAD2,CDH1
ZEB2,CDH1
CTNNB1,CDH1
CTBP1,CDH1
TP53,CDH1
EGF,CDH1
SOX2,CDH1
SKIL,CDH1
STAT3,CDH1
DNMT1,CDH1
AR,CDH1
ZEB1,CDH1
SNAI2,CDH1
EZH2,CDH1
MCM7,TIPIN
MCM6,TIPIN
MCM2,TIPIN
RAD51,TIPIN
MCM3,TIPIN
MCM4,TIPIN
MEF2D,SPAG9
MAPK10,SPAG9
CTNNB1,SPAG9
SRSF3,RBMS2
MCM4,CCNE2
MCM4,ORC4
MCM4,MCM6
MCM6,MCM4
MCM4,TOP2A
MCM4,DBF4
MCM4,CDCA7
MCM4,MAPRE2
MCM4,DTL
MCM4,KIAA0101
MCM4,WDHD1
MCM4,CDCA8
MCM4,RAD51
RAD51,MCM4
MCM4,WDR18
MCM4,POLE4
MCM4,CDC20
MCM4,NUSAP1
MCM4,RMI2
MCM4,CCNA2
MCM4,RFC5
MCM4,ESCO2
MCM4,EXO1
MCM4,CHEK1
MCM4,RFC4
MCM4,CCNB2
MCM4,RPA2
MCM4,MCM10
MCM4,GINS1
MCM4,BUB1B
MCM4,PRIM2
MCM4,DSCC1
MCM4,CDC7
MCM4,MCM7
MCM7,MCM4
MCM4,CDKN3
MCM4,ORC1
MCM4,DHFR
MCM4,TYMS
MCM4,AURKB
MCM4,DUT
MCM4,RRM2
MCM4,TTK
MCM4,MAD2L1
MCM4,FEN1
MCM4,POLA1
MCM4,MCM2
MCM2,MCM4
MCM4,UBE2C
MCM4,PLK1
MCM4,CEP55
MCM4,PCNA
MCM4,CDC25A
MCM4,HAT1
MCM4,KIF2C
MCM4,ZWINT
MCM4,CHTF18
MCM4,POLE3
MCM4,POLD1
MCM4,CHEK2
MCM4,CDT1
MCM4,CHAF1A
CHAF1A,MCM4
MCM4,BIRC5
MCM4,RRM1
MCM4,PRKDC
MCM4,PRIM1
MCM4,RAD54L
MCM4,MCM3
MCM3,MCM4
MCM4,HELLS
MCM4,UHRF1
UHRF1,MCM4
MCM4,RFC3
SMAD2,ERBB2IP
SMAD2,NUP153
SMAD2,WWP1
WWP1,SMAD2
SMAD2,CDKN2B
SMAD2,FOXH1
FOXH1,SMAD2
SMAD2,CCNC
SMAD2,FGF2
SMAD2,PBX1
PBX1,SMAD2
SMAD2,DYNLRB1
SMAD2,TGFBR1
SMAD2,SMAD6
SMAD6,SMAD2
SMAD2,RBBP4
RBBP4,SMAD2
SMAD2,WWTR1
WWTR1,SMAD2
SMAD2,NEDD4L
SMAD2,BMPR2
SMAD2,ZEB2
ZEB2,SMAD2
SMAD2,CTNNB1
CTNNB1,SMAD2
SMAD2,BMPR1A
BMPR1A,SMAD2
SMAD2,E2F4
E2F4,SMAD2
SMAD2,FN1
SMAD2,CTBP1
CTBP1,SMAD2
SMAD2,ZFYVE16
SMAD2,DAB2
DAB2,SMAD2
SMAD2,TP53
TP53,SMAD2
SMAD2,TFDP1
TFDP1,SMAD2
SMAD2,PMEPA1
SMAD2,CUL1
SMAD2,PARP1
PARP1,SMAD2
SMAD2,ACVR1B
SMAD2,LIN28A
LIN28A,SMAD2
SMAD2,HSPA8
SMAD2,TRIM33
TRIM33,SMAD2
SMAD2,BMP2
BMP2,SMAD2
SMAD2,MYOCD
MYOCD,SMAD2
SMAD2,SOX2
SOX2,SMAD2
SMAD2,SKIL
SKIL,SMAD2
SMAD2,KPNA2
SMAD2,EOMES
EOMES,SMAD2
SMAD2,STAT3
STAT3,SMAD2
SMAD2,SMAD5
SMAD5,SMAD2
SMAD2,CTDSP1
SMAD2,WWP2
SMAD2,ZEB1
ZEB1,SMAD2
SMAD2,NEDD4
SMAD2,SNAI2
SNAI2,SMAD2
SMAD2,NCOA6
NCOA6,SMAD2
SMAD2,SAP18
SAP18,SMAD2
SMAD2,PRDM14
PRDM14,SMAD2
SMARCD3,HMGB1
SMARCD3,CHD9
SMARCD3,RUNX1
RUNX1,SMARCD3
SMARCD3,TXNRD1
SMARCD3,ACTL6A
SMARCD3,NCR1
SMARCD3,FDFT1
SMARCD3,CD36
SMARCD3,GATA4
GATA4,SMARCD3
SMARCD3,DPF2
DPF2,SMARCD3
SMARCD3,ABCA1
SMARCD3,FADS1
SMARCD3,GRHL1
GRHL1,SMARCD3
SMARCD3,PPARA
PPARA,SMARCD3
SMARCD3,SMARCD1
SMARCD1,SMARCD3
SMARCD3,DNMT3A
DNMT3A,SMARCD3
SMARCD3,TNFRSF21
SMARCD3,ACTG1
SMARCD3,NCOA6
NCOA6,SMARCD3
SMARCD3,TBL1XR1
SMARCD3,ANKRD1
ANKRD1,SMARCD3
SMARCD3,PRMT5
SMARCD3,TIAM2
ASB9,TRIM37
WWP1,TRIM37
HOXB6,TRIM37
ASB4,TRIM37
RNF14,TRIM37
RNF19A,TRIM37
MCM2,PKMYT1
MCM7,CHTF18
MCM6,CHTF18
MCM2,CHTF18
RAD51,CHTF18
CHAF1A,CHTF18
MCM3,CHTF18
TP53,DNAJA3
ASB9,WSB1
WWP1,WSB1
ASB4,WSB1
RNF14,WSB1
RNF19A,WSB1
MCM7,GINS1
MCM6,GINS1
MCM2,GINS1
MCM3,GINS1
SRC,GNAO1
MAPK10,GNAO1
AR,GNAO1
DAB2,VAMP7
EGF,VAMP7
RBBP4,CCNE1
E2F4,CCNE1
TP53,CCNE1
TFDP1,CCNE1
PSMD9,CCNE1
MCM2,CCNE1
E2F3,CCNE1
MCM3,CCNE1
CBFA2T2,TCF4
TCF4,CBFA2T2
CBFA2T2,PRDM14
PRDM14,CBFA2T2
SNRPB,TEP1
SMG6,TEP1
TP53,PRDX1
AR,PRDX1
SLA2,ZAP70
SLA2,HLA-DRB1
SLA2,LCK
STAT2,SAMHD1
E2F3,CCNE2
E2F3,MAML3
MAML3,E2F3
E2F3,MAMLD1
E2F3,RBBP4
RBBP4,E2F3
E2F3,CCNA2
E2F3,CDKN1C
E2F3,TFDP1
TFDP1,E2F3
E2F3,TFE3
TFE3,E2F3
E2F3,DNMT1
DNMT1,E2F3
E2F3,CDK6
E2F3,EZH2
EZH2,E2F3
E2F3,RBPJ
RBPJ,E2F3
WDR5,CSE1L
SMG6,RPL13
SMG6,PTGES3
SMG6,MAGOH
SMG6,RPS17
SMG6,DHX34
SMG6,RPS28
SMG6,RPS3
SMG6,ETF1
SMG6,RPL34
SMG6,RPL39
SMG6,RPL7
SMG6,RPL27
SMG6,YWHAZ
SMG6,RNPS1
RNPS1,SMG6
SMG6,UPF3B
SMG6,PABPC1
SMG6,UPF2
UPF2,SMG6
SMG6,NOP10
SMG6,SMG7
SMG6,NHP2
SMG6,SMG5
SMG6,RPL4
SMG6,RPS24
SMG6,RPL23
SMG6,RPS6
SMG6,CASC3
SMG6,RPL38
SMG6,UPF1
UPF1,SMG6
SMG6,PPP2CA
SMG6,DKC1
SMG6,RPL35A
SMG6,SNRPB
SNRPB,SMG6
SMG6,HNRNPC
SMG6,RPL22L1
SMG6,EIF4A3
SMG6,RPS7
SMG6,RPL10A
SMG6,RPS25
SMG6,RPL5
SMG6,PPP2R1A
SMG6,RPL15
SMG6,RPS20
SMG6,RPL22
SMG6,RPS10
SMG6,HNRNPU
SMG6,RPL37
SMG6,XRN1
SMG6,RPS2
SMG6,RPL6
ILF2,CNN2
EGF,A1BG
SETBP1,CCDC6
TP53,DGCR8
KHSRP,DGCR8
POLR1B,DDX18
POLR1A,DDX18
DDX54,DDX18
MYBBP1A,DDX18
PA2G4,DDX18
PDCD11,DDX18
POLR1C,DDX18
TRIP11,ARFGAP3
ZKSCAN1,NOX4
TLR4,NOX4
RUNX1,LIFR
EGF,LIFR
STAT3,LIFR
SRC,PRKCG
RXRG,PRKCG
APBB2,APLP2
APBB1,APLP2
ARID3A,TP53
TP53,ARID3A
YBX1,SNRNP40
POLR2G,SNRNP40
SRSF3,SNRNP40
RNPS1,SNRNP40
HNRNPK,SNRNP40
HNRNPD,SNRNP40
POLR2D,SNRNP40
ALYREF,SNRNP40
SF1,SNRNP40
ELAVL2,SNRNP40
POLR2H,SNRNP40
SNRPB,SNRNP40
SRSF2,SNRNP40
POLR2F,SNRNP40
POLR2K,SNRNP40
SNRPD1,SNRNP40
RBMX,SNRNP40
POLR2A,SNRNP40
TP53,EPCAM
EGF,EPCAM
ZEB1,EPCAM
POLR1A,POLR1B
POLR1B,POLR1A
POLR1A,RPS3
POLR1A,WDR36
POLR1A,TRUB1
POLR1A,DCAF13
POLR1A,CIRH1A
POLR1A,DDX27
POLR1A,WDR75
POLR1A,H2AFZ
POLR1A,RSL1D1
POLR1A,WDR3
POLR1A,NOC2L
POLR1A,RPF2
POLR1A,EPRS
POLR1A,TTC27
POLR1A,IPO4
POLR1A,EBNA1BP2
POLR1A,NOP56
POLR1A,NHP2
POLR1A,TFB2M
POLR1A,DDX54
DDX54,POLR1A
POLR1A,GNL3
POLR1A,BOP1
POLR1A,DHX37
POLR1A,POLR2H
POLR2H,POLR1A
POLR1A,DIEXF
POLR1A,MRTO4
POLR1A,NOL6
POLR1A,NOC3L
POLR1A,UTP14A
POLR1A,NOLC1
POLR1A,FTSJ3
POLR1A,DDX24
POLR1A,LARS
POLR1A,RBM19
POLR1A,NOC4L
POLR1A,SDAD1
POLR1A,BRIX1
POLR1A,DHX15
POLR1A,MYBBP1A
MYBBP1A,POLR1A
POLR1A,UBTF
UBTF,POLR1A
POLR1A,UTP15
POLR1A,POLR2G
POLR2G,POLR1A
POLR1A,PA2G4
PA2G4,POLR1A
POLR1A,ETF1
POLR1A,H2AFX
POLR1A,RRS1
POLR1A,DEK
DEK,POLR1A
POLR1A,PDCD11
PDCD11,POLR1A
POLR1A,POLR2D
POLR2D,POLR1A
POLR1A,HIST1H2BH
POLR1A,GTF2H2
GTF2H2,POLR1A
POLR1A,TSR1
POLR1A,DDX21
POLR1A,MDN1
POLR1A,HEATR1
POLR1A,DKC1
POLR1A,NOP58
POLR1A,RRP12
POLR1A,DDX51
POLR1A,POLR2F
POLR2F,POLR1A
POLR1A,POLR2K
POLR2K,POLR1A
POLR1A,NOP14
POLR1A,WDR43
POLR1A,POLR1C
POLR1C,POLR1A
POLR1A,EIF4G3
POLR1A,NOP2
DAB2,VAMP8
EGF,VAMP8
SRC,KDR
CTNNB1,KDR
TP53,KDR
EGF,KDR
SOX17,KDR
PDGFA,KDR
STAT3,KDR
GATA2,KDR
CTNNB1,CDH3
CTNNB1,PVRL1
CNTRL,TUBB4A
RBBP4,HAT1
MCM7,HAT1
DEK,HAT1
MCM2,HAT1
MCM3,HAT1
MCM6,CCNE2
MCM6,ORC4
MCM6,TOP2A
MCM6,DBF4
MCM6,CDCA7
MCM6,MAPRE2
MCM6,DTL
MCM6,DNAJC9
MCM6,WDHD1
MCM6,RAD51
RAD51,MCM6
MCM6,POLE4
MCM6,NOC3L
MCM6,CDC20
MCM6,CCNA2
MCM6,RFC5
MCM6,EXO1
MCM6,CHEK1
MCM6,RFC4
MCM6,CCNB2
MCM6,RPA2
MCM6,MCM10
MCM6,BUB1B
MCM6,PRIM2
MCM6,CDC7
MCM6,MCM7
MCM7,MCM6
MCM6,ORC1
MCM6,TYMS
MCM6,AURKB
MCM6,DUT
MCM6,RRM2
MCM6,TTK
MCM6,MAD2L1
MCM6,FEN1
MCM6,POLA1
MCM6,MCM2
MCM2,MCM6
MCM6,UBE2C
MCM6,PLK1
MCM6,PCNA
MCM6,ZWINT
MCM6,POLE3
MCM6,POLD1
MCM6,CHEK2
MCM6,CDT1
MCM6,CHAF1A
CHAF1A,MCM6
MCM6,DNMT1
DNMT1,MCM6
MCM6,RRM1
MCM6,PRIM1
MCM6,MCM3
MCM3,MCM6
MCM6,HELLS
MCM6,RFC3
ARID4B,ATRX
ATRX,ARID4B
ARID4B,H2AFZ
ARID4B,ACTL6A
ARID4B,RBBP4
RBBP4,ARID4B
ARID4B,BAZ2A
ARID4B,DNMT3B
DNMT3B,ARID4B
ARID4B,H2AFX
ARID4B,HIST1H2BH
ARID4B,DNMT1
DNMT1,ARID4B
ARID4B,SAP18
SAP18,ARID4B
PARP1,POLQ
RAD51,POLQ
POLR1B,NOP58
PA2G4,NOP58
SSB,NOP58
PDCD11,NOP58
DDX54,NOP58
RUVBL1,NOP58
DNAJC2,NOP58
POLR1C,NOP58
RUVBL2,NOP58
MYBBP1A,NOP58
POLR2H,FGF2
OTX2,FGF2
POLR2G,FGF2
TP53,FGF2
POLR2D,FGF2
CUX1,FGF2
EGF,FGF2
BMP2,FGF2
SOX2,FGF2
POLR2F,FGF2
STAT3,FGF2
POLR2K,FGF2
HIF1A,FGF2
POLR2A,FGF2
STAT3,IL11
CTNNB1,WNT5A
DAB2,WNT5A
EGF,WNT5A
MAPK10,WNT5A
LEF1,WNT5A
STAT3,WNT5A
SNAI2,WNT5A
WWP1,PSMD3
HIF3A,PSMD3
NFKBIB,PSMD3
REL,PSMD3
CTNNB1,PSMD3
TP53,PSMD3
PSMD9,PSMD3
LIMD1,PSMD3
HIF1A,PSMD3
YBX1,CASC3
SNRPB,CASC3
POLR2G,CASC3
SRSF3,CASC3
SRSF2,CASC3
POLR2F,CASC3
POLR2K,CASC3
RNPS1,CASC3
UPF2,CASC3
HNRNPK,CASC3
HNRNPD,CASC3
POLR2D,CASC3
SNRPD1,CASC3
ALYREF,CASC3
RBMX,CASC3
POLR2A,CASC3
UPF1,CASC3
ELAVL2,CASC3
POLR2H,CASC3
STAT3,IL15RA
STAT3,STAT2
STAT2,STAT3
STAT3,MPL
STAT3,SRC
SRC,STAT3
STAT3,TRAF6
TRAF6,STAT3
STAT3,POU2F1
POU2F1,STAT3
STAT3,CCL5
STAT3,MAP2K1
STAT3,ANXA5
STAT3,DAXX
DAXX,STAT3
STAT3,BCL2L1
STAT3,PTK2
STAT3,IL6R
STAT3,GATA3
GATA3,STAT3
STAT3,CCT6A
STAT3,IL12RB1
STAT3,TNFRSF1B
STAT3,DIRAS3
STAT3,GRB2
STAT3,S1PR1
STAT3,LEPR
STAT3,PROM1
STAT3,IL21R
STAT3,LCK
STAT3,CTNNB1
CTNNB1,STAT3
STAT3,VIM
STAT3,IL18
STAT3,IL6ST
STAT3,PRDM1
PRDM1,STAT3
STAT3,IL13RA1
STAT3,CCT3
STAT3,NTRK1
STAT3,CCT4
STAT3,ANXA2
STAT3,PTAFR
STAT3,TP53
TP53,STAT3
STAT3,IL1R1
STAT3,IGF1
STAT3,ITGB1
STAT3,CDH2
STAT3,CCT2
STAT3,IL2RA
STAT3,CUX1
CUX1,STAT3
STAT3,IL15
STAT3,HSP90AB1
STAT3,EGF
EGF,STAT3
STAT3,FSCN1
STAT3,CASP3
STAT3,LIN28A
LIN28A,STAT3
STAT3,ICAM1
STAT3,SOCS3
STAT3,TLR4
TLR4,STAT3
STAT3,CPSF6
STAT3,SOX2
SOX2,STAT3
STAT3,SDC2
STAT3,CCT5
STAT3,ERBB2
STAT3,DNMT1
DNMT1,STAT3
STAT3,BDNF
STAT3,BIRC5
STAT3,TNFSF11
STAT3,AR
AR,STAT3
STAT3,ZEB1
ZEB1,STAT3
STAT3,TCP1
STAT3,PDIA3
STAT3,CXCR4
STAT3,EZH2
EZH2,STAT3
STAT3,HIF1A
HIF1A,STAT3
STAT3,IL23R
STAT3,CSF3R
STAT3,PIK3R1
ASB9,FBXL20
WWP1,FBXL20
RNF19A,FBXL20
ASB4,FBXL20
RNF14,FBXL20
MECOM,RUNX1
RUNX1,MECOM
MECOM,RBBP4
RBBP4,MECOM
MECOM,CTBP1
CTBP1,MECOM
MECOM,TP53
TP53,MECOM
MECOM,GATAD2A
GATAD2A,MECOM
MECOM,CTBP2
MECOM,CBX2
MECOM,MAPK10
MAPK10,MECOM
MECOM,SNAI2
SNAI2,MECOM
MECOM,EZH2
EZH2,MECOM
MECOM,PHC1
DNMT3A,H2AFX
DNMT3A,AMD1
DNMT3A,TP53
