Gene1,Gene2
KDM2B,RBMS3
KDM2B,MOK
KDM2B,PHLDB1
KDM2B,SLC7A8
KDM2B,NUP107
KDM2B,NXNL2
KDM2B,FMO5
KDM2B,ST8SIA4
KDM2B,INTS9
KDM2B,FOXD3
KDM2B,RASGRP3
KDM2B,GAR1
KDM2B,FGF19
KDM2B,BCAS2
KDM2B,RGL3
KDM2B,BCLAF1
KDM2B,TMLHE
KDM2B,TP53
KDM2B,TRIP6
KDM2B,PCDH7
KDM2B,GRHL2
KDM2B,LARS
KDM2B,TSPAN7
KDM2B,APOC1
KDM2B,FAM155A
KDM2B,HES2
KDM2B,COPA
KDM2B,SCG3
KDM2B,DMKN
KDM2B,NR0B1
KDM2B,NOP10
KDM2B,CCDC125
KDM2B,PFAS
KDM2B,GLRX
KDM2B,AIP
KDM2B,ERN2
KDM2B,PIM2
KDM2B,NDUFA5
KDM2B,HSPA8
KDM2B,HOXB3
KDM2B,TRIM56
KDM2B,WNT3
KDM2B,ANKRD35
KDM2B,MRPL36
KDM2B,FARSA
KDM2B,BHLHB9
KDM2B,MRPL13
KDM2B,TRUB1
KDM2B,TBXA2R
KDM2B,PCDH17
KDM2B,WNT7B
KDM2B,TIMM10
KDM2B,DIO3
KDM2B,GATA4
KDM2B,HOXB7
KDM2B,ZIC5
KDM2B,SPIN2A
KDM2B,SERINC1
KDM2B,HIF3A
KDM2B,ARHGAP8
KDM2B,SLC16A2
KDM2B,POLA1
KDM2B,NAP1L3
KDM2B,C3orf14
KDM2B,NUP205
KDM2B,ZNF418
KDM2B,CFLAR
KDM2B,SHROOM4
KDM2B,TBX15
KDM2B,PPT2
KDM2B,MBIP
KDM2B,SNAPC4
KDM2B,LCK
KDM2B,KIFAP3
KDM2B,SIX6
KDM2B,PCDHA12
KDM2B,BCL11B
KDM2B,ACSS3
KDM2B,ALKBH8
KDM2B,MRPS18A
KDM2B,CCDC8
KDM2B,MSN
KDM2B,CCDC86
KDM2B,TCEAL4
KDM2B,LMO3
KDM2B,BCL11A
KDM2B,APOBEC3F
KDM2B,ISCU
KDM2B,CKMT1A
KDM2B,TNC
KDM2B,ZFHX2
KDM2B,ZNF165
KDM2B,HOXB5
KDM2B,CPPED1
KDM2B,ATRX
KDM2B,RPS6KA6
KDM2B,MYCN
KDM2B,SNURF
KDM2B,SNRPN
KDM2B,UTP14A
KDM2B,ZNF736
KDM2B,TCN2
KDM2B,HSPB8
KDM2B,TOX3
KDM2B,SYTL4
KDM2B,MFNG
KDM2B,NRSN1
KDM2B,SPAG6
KDM2B,ALOX15
KDM2B,SART3
KDM2B,TRAPPC1
KDM2B,LAMP2
KDM2B,MYH14
KDM2B,CRIP1
KDM2B,KLHL30
KDM2B,EPHA1
KDM2B,FAM126B
KDM2B,SARS2
KDM2B,MRPS12
KDM2B,IGF2
KDM2B,SEMA3A
KDM2B,XRCC5
KDM2B,SFRP2
KDM2B,TMEM141
KDM2B,CNTRL
KDM2B,TAF8
KDM2B,ADRA1A
KDM2B,TUBB2B
KDM2B,THBS2
KDM2B,C19orf70
KDM2B,CCDC151
KDM2B,SNRPA
KDM2B,SERINC3
KDM2B,COX6B2
KDM2B,TTC27
KDM2B,ZNF317
KDM2B,RFPL2
KDM2B,SIAH3
KDM2B,SLC39A7
KDM2B,PTMA
KDM2B,TUBB
KDM2B,MAMLD1
KDM2B,CCDC167
KDM2B,SOX2
KDM2B,SOX17
KDM2B,ZWINT
KDM2B,KLHL3
KDM2B,CLDN4
KDM2B,NGDN
KDM2B,RRAGB
KDM2B,SCG5
KDM2B,MAGEH1
KDM2B,NOC2L
KDM2B,MYSM1
KDM2B,DACH1
KDM2B,WDR74
KDM2B,IFI27L2
KDM2B,GAP43
KDM2B,SLC6A8
KDM2B,ZNF512
KDM2B,PBX1
KDM2B,FBXL16
KDM2B,NONO
KDM2B,PLA2G3
KDM2B,AP1M2
KDM2B,PAK3
KDM2B,HAS2
KDM2B,LIN28A
KDM2B,TIMP4
KDM2B,MPZL2
KDM2B,FABP7
KDM2B,TMEM205
KDM2B,GPC3
KDM2B,KLHL28
KDM2B,RPP30
KDM2B,ATF6
KDM2B,ADM
KDM2B,DDX39B
KDM2B,NPFFR2
KDM2B,SOX3
KDM2B,GPR50
KDM2B,GABRQ
KDM2B,C8orf86
KDM2B,ZNF883
KDM2B,HNRNPC
KDM2B,MLLT6
KDM2B,SYNGR3
KDM2B,MXRA5
KDM2B,DIRAS3
KDM2B,HPN
KDM2B,NIF3L1
KDM2B,MAGED1
KDM2B,ELOVL6
KDM2B,RPL35A
KDM2B,FXYD7
KDM2B,PITX2
KDM2B,COL1A2
KDM2B,TRPC4
KDM2B,TBX1
KDM2B,ZNF880
KDM2B,RXRG
KDM2B,ILF2
KDM2B,ERCC6L
KDM2B,DEDD2
KDM2B,PHF5A
KDM2B,PEAR1
KDM2B,MT1H
KDM2B,PHB
KDM2B,PYROXD2
KDM2B,ESRP2
KDM2B,HAUS7
KDM2B,C17orf102
KDM2B,ZNF793
KDM2B,NRK
KDM2B,CALCOCO1
KDM2B,CSDE1
KDM2B,CARD8
KDM2B,ZNF528
KDM2B,CLDN6
KDM2B,SPIB
KDM2B,STRA6
KDM2B,HSPBP1
KDM2B,TMEM125
KDM2B,APOBEC3C
KDM2B,AMT
KDM2B,SPARC
KDM2B,RIMBP2
KDM2B,MAP3K13
KDM2B,AIRE
KDM2B,ARHGAP40
KDM2B,ACTA1
KDM2B,TMEM213
KDM2B,GATA2
KDM2B,FIBIN
KDM2B,CLCN4
KDM2B,CBLN1
KDM2B,C2CD4D
KDM2B,NDC80
KDM2B,HESX1
KDM2B,SEMA3E
KDM2B,PTN
KDM2B,NFAM1
KDM2B,STC1
KDM2B,TCEAL2
KDM2B,ETV1
KDM2B,BTBD17
KDM2B,ZRANB2
KDM2B,PIF1
KDM2B,HAND2
KDM2B,NHLH2
KDM2B,RND2
KDM2B,CCT3
KDM2B,DPH2
KDM2B,KDELR1
KDM2B,ZNF229
KDM2B,SLC25A45
KDM2B,TSR2
KDM2B,ZSCAN10
KDM2B,TOMM7
KDM2B,LDB2
KDM2B,CD74
KDM2B,DHX37
KDM2B,ZNF90
KDM2B,ZIC3
KDM2B,HOXB4
KDM2B,ACVRL1
KDM2B,EFHC2
KDM2B,LRRC25
KDM2B,PCYT1B
KDM2B,ZNF471
KDM2B,FAM57B
KDM2B,CRB3
KDM2B,ZNF585B
KDM2B,GAL3ST4
KDM2B,CPT1C
KDM2B,FAAH2
KDM2B,SERPINE1
KDM2B,NXT2
KDM2B,L1TD1
KDM2B,CSMD3
KDM2B,COL11A1
KDM2B,PLEKHA6
KDM2B,HAND1
KDM2B,NLGN3
KDM2B,WNT11
KDM2B,SPP1
KDM2B,DGKB
KDM2B,ADAMTS4
KDM2B,IER2
KDM2B,ARTN
KDM2B,FLRT2
KDM2B,ZFP42
KDM2B,APOBEC3D
KDM2B,DGKK
KDM2B,FREM1
KDM2B,RYR1
KDM2B,MFAP4
KDM2B,OPA3
KDM2B,ITM2A
KDM2B,LMX1B
KDM2B,SHMT2
KDM2B,RASGRP4
KDM2B,HOXB6
KDM2B,OTX2
KDM2B,NAP1L2
KDM2B,TTC1
KDM2B,NLGN4Y
KDM2B,SHOX
KDM2B,ICAM4
KDM2B,COL4A6
KDM2B,FEZF1
KDM2B,TRPV2
KDM2B,GDPD2
KDM2B,CACNG8
KDM2B,MRPL22
KDM2B,MAP2K6
KDM2B,KLF8
KDM2B,PBXIP1
KDM2B,SSSCA1
KDM2B,TRIP10
KDM2B,UTY
KDM2B,CCDC81
KDM2B,EMP3
KDM2B,ZNF311
KDM2B,C19orf33
KDM2B,ANGPT1
KDM2B,ATP2B4
KDM2B,SLC52A1
KDM2B,GRB7
KDM2B,FGD4
KDM2B,NLGN4X
KDM2B,GCNT2
KDM2B,AR
KDM2B,TNFSF15
KDM2B,CHST4
KDM2B,TOR1AIP2
KDM2B,RPL34
KDM2B,KLK8
KDM2B,KCNN3
KDM2B,LARP1
KDM2B,HTR3A
KDM2B,PCDH8
KDM2B,SH3BGRL
KDM2B,HMGN5
KDM2B,GPR108
KDM2B,SLC7A11
KDM2B,SMPDL3B
KDM2B,ZBED6
KDM2B,SLC14A2
KDM2B,MAEA
KDM2B,DPPA4
KDM2B,IGSF1
KDM2B,HCFC1
KDM2B,PRSS8
KDM2B,PRND
KDM2B,SLCO1A2
KDM2B,MAGED2
KDM2B,VAMP8
KDM2B,HNMT
KDM2B,EHHADH
KDM2B,PCDH10
KDM2B,PCP4
KDM2B,MBNL2
KDM2B,POLR2K
KDM2B,HOXB2
KDM2B,ANO4
KDM2B,HMX2
KDM2B,CHM
KDM2B,BGN
KDM2B,KLHL4
KDM2B,CASP8
KDM2B,ENPEP
KDM2B,CC2D2A
KDM2B,UPK3B
KDM2B,ENTPD1
KDM2B,CDA
KDM2B,FLAD1
KDM2B,IFI16
KDM2B,CCDC144A
KDM2B,ZNF835
KDM2B,FLRT3
KDM2B,TMEM88
KDM2B,PF4
KDM2B,SHROOM3
KDM2B,DPEP1
KDM2B,NRIP2
KDM2B,GPR37L1
KDM2B,ZNF667
KDM2B,MACC1
KDM2B,GRPR
KDM2B,SP110
KDM2B,PCDHGA10
KDM2B,FRRS1
KDM2B,FOXH1
KDM2B,DKK4
KDM2B,TNNT1
KDM2B,COL5A2
KDM2B,POLR3GL
KDM2B,OLFML3
KDM2B,PIWIL2
KDM2B,ZNF578
KDM2B,LRRTM4
KDM2B,LHX1
KDM2B,PCDHA9
KDM2B,SCNN1A
KDM2B,CER1
KDM2B,TLR10
KDM2B,FAM214A
KDM2B,CFC1
KDM2B,RGS5
KDM2B,SOGA3
KDM2B,MARCKS
KDM2B,TNRC18
KDM2B,CALHM1
KDM2B,BTN3A1
KLF5,MTRNR2L8
KLF5,MTRNR2L2
KLF5,PRDX1
KLF5,AMD1
KLF5,BTBD10
KLF5,SNAPC3
KLF5,ASXL1
KLF5,MDH2
KLF5,TTC23
KLF5,C6orf89
KLF5,SKA3
KLF5,TIPIN
KLF5,HSPH1
KLF5,NOP14
KLF5,CPSF3
KLF5,ARPC4
KLF5,MAK16
KLF5,TUBGCP5
KLF5,NCAPG
KLF5,STK38L
KLF5,NMRAL1
KLF5,DCAF6
KLF5,LSM3
KLF5,ACADSB
KLF5,RMI1
KLF5,EIF5
KLF5,CACYBP
KLF5,LTV1
KLF5,BUB1B
KLF5,DDHD2
KLF5,IFT80
KLF5,PSMB2
KLF5,DIDO1
KLF5,ETF1
KLF5,ADAT1
KLF5,WDR77
KLF5,GRWD1
KLF5,GCA
KLF5,SMG7
KLF5,RBPJ
KLF5,ICMT
KLF5,MED22
KLF5,ASH2L
KLF5,INTS9
KLF5,FZD6
KLF5,PRKDC
KLF5,AGL
KLF5,ZFP30
KLF5,HHLA3
KLF5,ANKRD13C
KLF5,TMEM107
KLF5,DNAJA3
KLF5,SCAMP5
KLF5,GRB2
KLF5,DHX37
KLF5,MAD2L1
KLF5,SLC25A4
KLF5,USP47
KLF5,REV3L
KLF5,ZFHX2
KLF5,RFC3
KLF5,SVIP
KLF5,GSTO2
KLF5,CCT5
KLF5,EDEM3
KLF5,MRPS18C
KLF5,ZNF317
KLF5,ZYG11A
KLF5,ZNF850
KLF5,NOC3L
KLF5,GPR19
KLF5,PLOD2
KLF5,TLK1
KLF5,PRTG
KLF5,HELLS
LEF1,MTRNR2L2
LEF1,MTRNR2L8
LEF1,CPPED1
LEF1,KIFC3
LEF1,HINT3
LEF1,PRICKLE1
LEF1,C17orf100
LEF1,RGMB
LEF1,DKK4
LEF1,DCLK1
LEF1,TNFRSF19
LEF1,MPZL2
LEF1,ZSCAN10
LEF1,SVEP1
LEF1,TSPEAR
LEF1,CER1
LEF1,VPS13C
LEF1,NOG
LEF1,ALPL
LEF1,TCHP
LEF1,FAM126B
LEF1,ZWINT
LEF1,CDC14B
LEF1,FBP1
LEF1,ANTXR2
LEF1,GET4
LEF1,KIAA0319L
LEF1,NEDD9
LEF1,C19orf48
LEF1,POLR1B
LEF1,WWTR1
LEF1,RFESD
LEF1,ZNF576
LEF1,IRGQ
LEF1,ETV3
LEF1,SEC11C
LEF1,TEX14
LEF1,UPF2
LEF1,NUP153
LEF1,NME6
LEF1,TFDP1
LEF1,CTBS
LEF1,ANKRD26
LEF1,LIG3
LEF1,PPP2R1B
LEF1,LRIG3
LEF1,LAP3
LEF1,AK4
LEF1,ARID5A
LEF1,RBM14
LEF1,NEDD4L
LEF1,ARPP19
LEF1,OTX2
LEF1,MIA3
LEF1,CEP44
LEF1,ARFGAP3
LEF1,CSNK1A1
LEF1,KLHL4
LEF1,DCAF6
LEF1,PDE4D
LEF1,SSBP1
MLLT3,RGPD2
MLLT3,MTRNR2L2
MLLT3,MTRNR2L8
MLLT3,MTRNR2L10
MLLT3,MTRNR2L1
MXI1,TTI1
MXI1,CCDC86
MXI1,GPATCH4
MXI1,EXOSC5
MXI1,RRP12
MXI1,METTL1
MXI1,GRWD1
MXI1,DHX37
MXI1,CCT5
MXI1,MAK16
MXI1,TTC27
MXI1,NME1
MXI1,WDR4
MXI1,NOP16
MXI1,AURKB
MXI1,LIG3
MXI1,MDN1
MXI1,ALG3
MXI1,URB2
MXI1,EBNA1BP2
MXI1,PARP3
MXI1,RRS1
MXI1,NAT10
MXI1,PAK1IP1
MXI1,NUP35
MXI1,PRCP
MXI1,RBM19
MXI1,HEATR1
MXI1,PPAN
MXI1,DPH2
MXI1,UTP15
MXI1,CDC20
MXI1,NOL6
MXI1,B3GAT3
MXI1,IARS
MXI1,TFB2M
MXI1,PUS1
MXI1,GNL3
MXI1,NLE1
MXI1,PFAS
MXI1,SLC39A11
MXI1,TRMT61A
MXI1,NOC4L
MXI1,DDX51
MXI1,DHX33
MXI1,MYBBP1A
MXI1,TWISTNB
MXI1,SMYD5
MXI1,NOL7
MXI1,BIRC5
MXI1,DUS3L
MXI1,WDR74
MXI1,FARSB
MXI1,MARS2
MXI1,PHB
MXI1,GAR1
MXI1,MRPL3
MXI1,EARS2
MXI1,POLR1C
MXI1,PSME3
MXI1,RAB37
MXI1,ADAT1
MXI1,POP1
MXI1,CAD
MXI1,ARMC6
MXI1,IMP4
MXI1,CCDC115
MXI1,MIPEP
MXI1,MTHFD1
MXI1,CKMT1A
MXI1,PDCD11
MXI1,NOC3L
MXI1,TMA16
MXI1,WDR77
MXI1,TBRG4
MXI1,PRKAR1B
MXI1,NEK10
MXI1,NUFIP1
MXI1,WDR12
MXI1,CCDC113
MXI1,POLR1B
MXI1,RPF2
MXI1,TIMM44
MXI1,NOP14
MXI1,MTRNR2L2
MXI1,MAD2L1
MXI1,NOP2
MXI1,PDIA4
MXI1,FOXJ1
MXI1,KPNA2
MXI1,SIK1
MXI1,ITPR1
MXI1,NUP54
MXI1,RCL1
MXI1,LRTOMT
MXI1,ALKBH8
MXI1,PHB2
MXI1,EMG1
MXI1,CCNA2
MXI1,LYAR
MXI1,SDAD1
MXI1,NT5DC3
MXI1,WDR43
MXI1,DYNC2LI1
MXI1,KIF15
MXI1,ATIC
MXI1,LTV1
MXI1,AIMP2
MXI1,PPAT
MXI1,PPRC1
MXI1,LSG1
MXI1,CLUAP1
MXI1,WDR3
MXI1,PPA1
MXI1,SKA3
MXI1,TRIM37
MXI1,TNFRSF21
MXI1,ABCE1
MXI1,HSPA9
MXI1,TIMM10
MXI1,MRPS2
MXI1,DDX18
MXI1,POLR2I
MXI1,SNRPF
MXI1,MRPL15
MXI1,RABEPK
MXI1,BUB1B
MXI1,TRIAP1
MXI1,RUVBL1
MXI1,DPCD
MXI1,MTRNR2L8
MXI1,NUDT15
MXI1,MRTO4
MXI1,RIOK1
MXI1,BOD1
MXI1,MOK
MXI1,DENR
MXI1,TSR1
MXI1,PRR11
MXI1,ACOX3
MXI1,FBXL20
MXI1,DCAF13
MXI1,NOLC1
MXI1,NAA25
MXI1,SNRPD1
MXI1,SMG7
MXI1,XRCC2
MXI1,STAT3
MXI1,ZNF146
MXI1,ILK
MXI1,SLC27A1
MXI1,ACADSB
MXI1,PRMT3
MXI1,USP36
MXI1,UCHL3
MXI1,PUS7
MXI1,CCNE2
MXI1,DDX21
MXI1,MDH2
MXI1,ZNF460
MXI1,NHP2
MXI1,ZNF202
MXI1,PPP1R10
MXI1,WDR36
MXI1,NDUFAF4
MXI1,MRPS17
MXI1,ZNF785
MXI1,DNAJC2
MXI1,YDJC
MXI1,RPL10A
MXI1,LAP3
MXI1,SF3A3
MXI1,GEMIN6
MXI1,RGPD2
MXI1,AGTRAP
MXI1,MRPL1
MXI1,LRRC27
MXI1,C1orf109
MXI1,C1QBP
MXI1,ALDH18A1
MXI1,UNG
MXI1,ZNF587
MXI1,UBE2V2
MXI1,EEF1E1
MXI1,MRPS23
MXI1,PSMB2
MXI1,RPP40
MXI1,HIF1A
MXI1,MBTD1
MXI1,PRMT5
MXI1,MCFD2
MXI1,CDK4
MXI1,ODF2
MXI1,ELMOD2
MXI1,GET4
MXI1,FRAT2
MXI1,EIF4E
MXI1,CCDC151
MXI1,SERP1
MXI1,PUF60
MXI1,ZNF142
MXI1,C8orf33
MXI1,COX10
MXI1,SLC1A5
MXI1,RRP1B
MXI1,DHX34
MXI1,CCDC34
MXI1,APOL2
MXI1,MRPL4
MXI1,NCAPG
MXI1,POLRMT
MXI1,SLC19A2
MXI1,IFRD2
MXI1,NAA15
MXI1,CHCHD3
MXI1,C9orf3
MXI1,POLR2K
MXI1,UHRF1
MXI1,KHK
MXI1,XPO5
MXI1,POLH
MXI1,BCAT1
MXI1,NMRAL1
MXI1,ARL4A
MXI1,NOL11
MXI1,ZNF3
MXI1,SLC3A2
MXI1,ASPSCR1
MXI1,C15orf39
MXI1,EIF2S2
MXI1,RBFA
MXI1,ACOT7
MXI1,RND2
MXI1,PPIL1
MXI1,WDR31
MXI1,DAD1
MXI1,ZBTB10
MXI1,PRDX1
MXI1,NIP7
MXI1,COG8
MXI1,PDIA5
MXI1,CHD9
MXI1,MRPL40
MXI1,CREB3L4
MXI1,EIF3C
MXI1,ZNF124
MXI1,WDR35
MXI1,MRPL17
MXI1,LSM5
MXI1,EPB41L4B
MXI1,NOC2L
MXI1,DCDC1
MXI1,TMEM177
MXI1,TCTN3
MXI1,C19orf48
MXI1,TSFM
MXI1,C12orf45
MXI1,SYNJ1
MXI1,UBE4B
MXI1,PALB2
MXI1,FAM216A
MXI1,CHRNB2
MXI1,C7orf50
MXI1,PABPC1
MXI1,SSSCA1
MXI1,POLE3
MXI1,MAT2A
MXI1,SEC31A
MXI1,AGPAT5
MXI1,MTPAP
MXI1,GTF2H2
MXI1,CAMKMT
MXI1,BOP1
MXI1,CSNK1G1
MXI1,ALMS1
MXI1,FLAD1
MXI1,UGGT1
MXI1,PA2G4
MXI1,ZYG11A
MXI1,JUND
MXI1,YWHAQ
MXI1,CLNS1A
MXI1,MRPL21
MXI1,BTBD10
MXI1,HNRNPAB
MXI1,NOP58
MXI1,TIMM21
MXI1,HPS5
MXI1,FAM117B
MXI1,STOML2
MXI1,MXD4
MXI1,NUP107
MXI1,SLC39A8
MXI1,TMEM147
MXI1,BRIX1
MXI1,SF3A1
MXI1,EIF2S1
MXI1,TSEN54
MXI1,KLHL7
MXI1,CEP112
MXI1,NUP153
MXI1,POP7
MXI1,DAXX
MXI1,ARF4
MXI1,PSMF1
MXI1,CHCHD6
MXI1,ATP6V1B2
MXI1,IFT20
MXI1,RPS28
MXI1,PGAP2
MXI1,THOC3
MXI1,GOT2
MXI1,C20orf27
MXI1,TECPR2
MXI1,GMDS
MXI1,GOLGA3
MXI1,OSCP1
MXI1,DDX25
MXI1,DUSP18
MXI1,WDR5B
MXI1,LSM3
MXI1,TTC4
MXI1,LRRC49
MXI1,STX2
MXI1,DNAJA3
MXI1,ZC3H15
MXI1,NECAP2
MXI1,MSMO1
MXI1,HSPA4
MXI1,CALR
MXI1,SLC7A11
MXI1,MRPL12
MXI1,TUBGCP5
MXI1,SERBP1
MXI1,TADA2B
MXI1,FAM214B
MXI1,TIPIN
MXI1,PTBP1
MXI1,LNP1
MXI1,TMF1
MXI1,ECSIT
MXI1,MRPL20
MXI1,DNAAF2
MXI1,UTP14A
MXI1,SNRNP200
MXI1,MRPS18C
MXI1,C6orf89
MXI1,MRPL45
MXI1,HAUS7
MXI1,TUBE1
MXI1,ORAI3
MXI1,FAM104B
MXI1,SMG5
MXI1,FOXN2
MXI1,ZNF696
MXI1,KIAA0895
MXI1,ZNF317
MXI1,RCC2
MXI1,KIF22
MXI1,GOLGB1
MXI1,COPS3
MXI1,C18orf21
MXI1,PSMG4
MXI1,VEZT
MXI1,POLD1
MXI1,FGD6
MXI1,RPL22L1
MXI1,C11orf1
MXI1,APRT
MXI1,SCAMP5
MXI1,KAT6A
MXI1,NOP10
MXI1,MCCC1
MXI1,DTL
MXI1,PKIG
MXI1,CENPM
MXI1,QPCTL
MXI1,RALB
MXI1,STX16
MXI1,SSBP1
MXI1,PPIL6
MXI1,EPRS
MXI1,SRGAP1
MXI1,PBLD
MXI1,RRM1
MXI1,CCT4
MXI1,SLC41A2
MXI1,DCAF6
MXI1,CDCA8
MXI1,USP49
MXI1,GART
MXI1,CEP290
MXI1,CCDC138
MXI1,ZRANB2
MXI1,RAD51AP1
MXI1,GNG4
MXI1,TCTN2
MXI1,KLHL12
MXI1,TMEM192
MXI1,TNFAIP8L1
MXI1,SCD
MXI1,TCHP
MXI1,MRPS7
MXI1,DNAJC19
MXI1,OTUD6B
MXI1,POLB
MXI1,EFCAB6
MXI1,KLHL28
MXI1,ASH2L
MXI1,PDCD2L
MXI1,NCOA7
MXI1,ADAMTS3
MXI1,IMP3
MXI1,LRPAP1
MXI1,NDUFS6
MXI1,U2SURP
MXI1,POP5
MXI1,MIA3
MXI1,CCPG1
MXI1,ASXL1
MXI1,WDR75
MXI1,MAT2B
MXI1,FAM126B
MXI1,MTRNR2L10
MXI1,SSB
MXI1,GLB1L
MXI1,ESPL1
MXI1,XPNPEP3
MXI1,SH2D5
MXI1,TRAPPC8
MXI1,DCAF10
MXI1,TMEM53
MXI1,PLEKHM3
MXI1,ZNF165
MXI1,NMNAT1
MXI1,PARP6
MXI1,KIAA1841
MXI1,PHF5A
MXI1,IFT80
MXI1,GNAZ
MXI1,SS18L2
MXI1,DNAJB1
MXI1,TMEM107
MXI1,NFXL1
MXI1,FAM161B
MXI1,GALNT7
MXI1,SNAP29
MXI1,JMJD6
MXI1,ZNF490
MXI1,SEPHS2
MXI1,PPT2
MXI1,AURKAIP1
MXI1,PET117
MXI1,SMPD1
MXI1,SERINC3
MXI1,ARHGAP39
MXI1,ARSK
MXI1,SLC25A4
MXI1,SLC35A3
MXI1,MFN2
MXI1,BBIP1
MXI1,TTC23
MXI1,LRRC28
MXI1,POLR2F
MXI1,TNPO1
MXI1,SCO1
MXI1,ANKRD13A
MXI1,RFESD
MXI1,C8orf37
MXI1,HINT3
MXI1,FAM135A
MXI1,ERH
MXI1,CXXC1
MXI1,SMARCD1
MXI1,C4orf46
MXI1,ZNF850
MXI1,SLIRP
MXI1,RAB3C
MXI1,RNF138
MXI1,PGM2
MXI1,CALCOCO1
MXI1,CCDC90B
MXI1,KIFAP3
MXI1,EPHA10
MXI1,SNRPB
MXI1,DDX54
MXI1,CHAF1A
MXI1,NFKBIB
MXI1,DUSP23
MXI1,SCAF11
MXI1,C2CD4A
MXI1,MRPL16
MXI1,MED22
MXI1,ETF1
MXI1,SREK1IP1
MXI1,CWC27
MXI1,CCNC
MXI1,MITF
MXI1,ANKMY2
MXI1,CREB3L2
MXI1,ID1
MXI1,MRPL39
MXI1,CDK6
MXI1,CHORDC1
MXI1,SCLY
MXI1,AP4S1
MXI1,GDAP1
MXI1,SDHD
MXI1,ANKRD28
MXI1,DNAL1
MXI1,FGFBP3
MXI1,ATG4C
MXI1,SECISBP2L
MXI1,PRKAR2B
MXI1,C5orf24
MXI1,DNMT3A
MXI1,ZNF527
MXI1,NR2C1
MXI1,ALS2
MXI1,SNRPD3
MXI1,POLDIP3
MXI1,SLC44A1
MXI1,DSTYK
MXI1,FKBP14
MXI1,SLC36A1
MXI1,POLR2M
MXI1,GMNN
MXI1,SAP18
MXI1,MRPL13
MXI1,BACE1
MXI1,METAP1
MXI1,PPP1R14B
MXI1,E2F7
MXI1,INTS9
MXI1,MAFF
MXI1,EDEM3
MXI1,CSDE1
MXI1,SSX2IP
MXI1,PDE4C
MXI1,SEPT7
MXI1,MTRNR2L6
MXI1,BCAS2
MXI1,NFIA
MXI1,CTNNB1
MXI1,RBPJ
MXI1,MED18
MXI1,SENP7
MXI1,TXLNG
MXI1,YIPF5
MXI1,PAWR
MXI1,RGMB
MXI1,ZFC3H1
MXI1,CALB1
MXI1,CPPED1
MXI1,DYNLT1
MXI1,DNAJB13
MXI1,CPNE9
MXI1,KAT7
MXI1,PPARGC1B
MXI1,CEP44
MXI1,TNFRSF8
MXI1,SLC39A7
MXI1,UBL3
MXI1,CCDC112
MXI1,UBOX5
MXI1,UNC13A
MXI1,RMI1
MXI1,NPDC1
MXI1,RAB5B
MXI1,LRP10
MXI1,PIK3CD
MXI1,MAPK10
MXI1,REL
MXI1,DNMBP
MXI1,SUPT7L
MXI1,CDC7
MXI1,HHLA3
MXI1,ANKRD13C
MXI1,TUBA4A
MXI1,SCG3
MXI1,ARHGAP28
MXI1,PDE4D
MXI1,TSPYL1
MXI1,TIAM1
MXI1,SLC6A15
MXI1,NRSN1
MXI1,KLLN
MXI1,ANK1
MXI1,ZNF829
MXI1,EIF5
MXI1,TRPM3
MXI1,LIMCH1
MXI1,DPY19L2
MXI1,PCSK2
MXI1,LDB2
MXI1,NAGA
MXI1,TCF4
MXI1,GCA
MXI1,LOXL3
MXI1,PPM1H
MXI1,COBLL1
MXI1,ZNF219
MXI1,SOX2
MXI1,IFI16
MXI1,GCNT2
MXI1,NUMB
MXI1,CDH23
MXI1,NEGR1
MXI1,CNTNAP2
MXI1,BDNF
MXI1,GNAL
MXI1,FAAH
MXI1,CHST8
MXI1,PNMA2
MXI1,MYO1E
MXI1,NRXN1
MXI1,EFEMP1
MXI1,SLC14A2
MXI1,PRUNE2
MXI1,ABR
MXI1,DNAH12
MXI1,APBB1
MXI1,STK33
MXI1,GABRB3
MXI1,TFDP1
MXI1,ANKRD13B
MXI1,TMEM64
MXI1,EIF4E3
MXI1,CCDC144A
MXI1,STON2
MXI1,HESX1
MXI1,HAS3
MXI1,ANKRD34C
MXI1,CADPS
MXI1,GLYATL1
MXI1,ICA1
MXI1,NELL2
MXI1,CNTNAP5
MXI1,GUCY1A2
MXI1,KLHDC7A
MXI1,CR2
MXI1,RSPO2
MXI1,CBLC
MXI1,C10orf67
MXI1,SYT6
MXI1,THSD7B
MXI1,SIX6
MXI1,GPR78
MXI1,TMEM26
MXI1,EPHX3
MXI1,KRTCAP3
MXI1,SMPDL3B
MXI1,CHST4
MXI1,UPK1B
MXI1,CCDC81
MXI1,TMEM125
MXI1,GLS2
MXI1,KLHL3
MXI1,SPP1
MXI1,SLC35F1
NANOG,HESX1
NANOG,PRICKLE1
NANOG,TIMP4
NANOG,NRG1
NANOG,VENTX
NANOG,HAS3
NANOG,ZNF202
NANOG,FBP1
NANOG,SLC7A5
NANOG,DCLK1
NANOG,ETV1
NANOG,CCDC92
NANOG,LRRTM4
NANOG,ODF2
NANOG,MTRNR2L2
NANOG,MPZL2
NANOG,TNC
NANOG,CDC14B
NANOG,PAG1
NANOG,SMAD6
NANOG,MYLK3
NANOG,MTRNR2L8
NANOG,FAM153B
NANOG,CCDC142
NANOG,TCHP
NANOG,HELLS
NANOG,DNMBP
NANOG,PPM1K
NANOG,IAH1
NANOG,RGMB
NANOG,KLHL5
